"term_en","ipa","term_uz","term_ru","definition_uz","definition_ru","etymology","category","yield","is_phrase","audio_url"
"libido","/lɪˈbiːdoʊ/","libido (jinsiy mayl)","либидо (половое влечение)","Insonning jinsiy faollikka bo'lgan umumiy xohishi yoki mayli.","Общее сексуальное влечение или желание половой близости.","Latin libido (desire, lust).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/e7/e77ef0576a2cb3a0bb2168b8a783cd441c7707e9.mp3"
"Libman-Sacks endocarditis","/ˈliːbmən sæks ˌɛndoʊkɑːrˈdaɪtɪs/","Libman-Saks endokarditi","эндокардит Либмана-Сакса","Tizimli qizil bo'richada (SLE) klapanlarning har ikki tomonida mayda, steril vegetatsiyalar hosil bo'lishi.","Абактериальный бородавчатый эндокардит, характеризующийся мелкими стерильными вегетациями на обеих поверхностях клапанов при СКВ.","Named after American physicians Emanuel Libman and Benjamin Sacks.","condition","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/47/473d6e0d8adbdd15dfaa45abda9a5eb04f4d6753.mp3"
"lichen planus","/ˈlaɪkən ˈpleɪnəs/","yassi temiratki","красный плоский лишай","Terining va shilliq pardalarning surunkali yallig'lanish kasalligi bo'lib, qichishuvchi binafsharang papulalar bilan tavsiflanadi.","Хроническое воспалительное заболевание кожи и слизистых оболочек, характеризующееся зудящими фиолетовыми папулами.","Greek leichen (tree-moss) + Latin planus (flat).","condition","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/60/6086d7f70d58aa19a72fee22ec619dd7c4cd3c98.mp3"
"lichen simplex chronicus","/ˈlaɪkən ˈsɪmplɛks ˈkrɒnɪkəs/","surunkali oddiy lixan","ограниченный нейродермит","Doimiy qashlash va ishqalash natijasida terining qalinlashishi (lixenifikatsiya) bilan kechadigan holat.","Утолщение кожи (лихенификация), вызванное постоянным расчесыванием и трением.","Greek leichen (tree-moss) + Latin simplex (simple) + chronicus (long-lasting).","condition","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/cc/cc7f85d5f9c9bba63259f478018ed6995cbf8039.mp3"
"lichenification","/ˌlaɪkənɪfɪˈkeɪʃən/","lixenifikatsiya","лихенификация","Surunkali qashlash natijasida terining qalinlashishi va teri chiziqlarining yaqqol ko'rinib qolishi.","Утолщение кожи с резким подчеркиванием ее рисунка в результате хронического расчесывания.","Greek leichen (tree-moss) + Latin facere (to make).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/31/31a9d220548d69fdeb0a80e98c1bc42a09662fb2.mp3"
"lichenified plaques","/laɪˈkɛnɪfaɪd plæks/","lixenifikatsiyalashgan tugunlar","лихенизированные бляшки","Surunkali qashlanish natijasida qalinlashgan va teri chiziqlari yaqqol ko'rinib turgan teri sohalari.","Участки кожи, утолщенные в результате хронического расчесывания, с усиленным кожным рисунком.","Greek leichen (tree-moss) + French plaque (plate).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/aa/aaa5c28ca7eef92502a18a03c56f16bf82b42f54.mp3"
"Lichtenberg figures","/ˈlɪktənbɜːrɡ ˈfɪɡjərz/","Lixtenberg figuralari","фигуры Лихтенберга","Chaqmoq urishi natijasida terida paydo bo'ladigan o'ziga xos daraxtsimon yoki qirqquloqsimon qizil izlar.","Характерные древовидные или папоротникообразные красные узоры на коже, возникающие при ударе молнии.","Named after German physicist Georg Christoph Lichtenberg who discovered similar patterns in dust.","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/7f/7f526e94842c201ef2cb1e186e886b2a9ae39525.mp3"
"lid lag","/lɪd læɡ/","qovoqning orqada qolishi","симптом Грефе (отставание века)","Pastga qaraganda yuqori qovoqning ko'z soqqasidan orqada qolishi, gipertiroidizm belgisi.","Отставание верхнего века от глазного яблока при взгляде вниз, признак гипертиреоза.","Old English hlid (cover) + Old Norse lag (late/slow).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/8a/8af575f018c0d176b205793a7159e2f133756711.mp3"
"life expectancy","/laɪf ɪkˈspɛktənsi/","o'rtacha umr ko'rish davomiyligi","ожидаемая продолжительность жизни","Muayyan guruhdagi odamlarning o'rtacha qancha umr ko'rishi kutilayotgan yillar soni.","Среднее количество лет, которое предположительно проживет человек из определенной группы.","Old English lif (life) + Latin expectare (await/look out for).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/35/352f9d142e5dcb7a151779333dfe552a6c051ca7.mp3"
"lifelong immunity","/ˈlaɪflɒŋ ɪˈmjuːnɪti/","umrbod immunitet","пожизненный иммунитет","Muayyan patogenga qarshi butun umr davomida saqlanib qoladigan himoya.","Защита организма от конкретного возбудителя, сохраняющаяся в течение всей жизни.","Old English lif + lang + Latin immunitas (exemption).","mechanism","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/6d/6dbbbebac26a5cf9a364c81cf20f21b905f77438.mp3"
"lifelong persistent infection","/ˈlaɪflɒŋ pərˈsɪstənt ɪnˈfɛkʃən/","umrbod davom etuvchi infeksiya","пожизненная персистирующая инфекция","Kasallik qo'zg'atuvchisining organizmda butun umr davomida saqlanib qolishi va ko'payishi.","Длительное пребывание и размножение возбудителя в организме на протяжении всей жизни пациента.","Old English lif (life) + Latin persistere (to continue steadfastly) + infectio (staining/tainting).","condition","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/81/81e0e743258e1c0985980e11a93b69d074f98e23.mp3"
"lifespan","/ˈlaɪfspæn/","yashash davomiyligi","продолжительность жизни","Hujayra yoki organizmning paydo bo'lganidan to o'limigacha bo'lgan vaqt oralig'i.","Период времени от образования клетки или организма до его гибели.","Old English lif (life) + span (distance between thumb and little finger).","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/39/390c486459f4519b2d3a1a9a3121dd44cd073952.mp3"
"lifestyle modification","/ˈlaɪfstaɪl ˌmɒdɪfɪˈkeɪʃən/","turmush tarzini o'zgartirish","модификация образа жизни","Sog'liqni yaxshilash uchun ovqatlanish, jismoniy faollik va zararli odatlarni o'zgartirish.","Изменение привычек питания и физической активности для лечения или профилактики заболеваний.","English lifestyle + Latin modificatio (measuring).","idiom","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/2c/2cce4f11b2c00f51401fe2aa462694662aa23ac4.mp3"
"lifestyle modifications","/ˈlaɪfstaɪl ˌmɒdɪfɪˈkeɪʃənz/","turmush tarzini o'zgartirish","модификация образа жизни","Sog'liqni yaxshilash uchun parhez, jismoniy faollik va zararli odatlardan voz kechish kabi xatti-harakatlarni o'zgartirish.","Изменения в поведении, такие как диета и физические упражнения, направленные на улучшение состояния здоровья.","English life + style + Latin modificatio (measuring).","idiom","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/ae/aeeb093ba870d4876ff963bcca5ffbac6946f2cb.mp3"
"ligament elasticity","/ˈlɪɡəmənt ˌiːlæˈstɪsɪti/","boylamlarning elastikligi","эластичность связок","Boylamlarning cho'zilish va asl holatiga qaytish qobiliyati, homiladorlikda relaxin ta'sirida ortadi.","Способность связок растягиваться и возвращаться в исходное состояние, увеличивающаяся под действием релаксина.","Latin ligare (to bind) + Greek elastikos (propulsive).","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/67/67c702af6325d6a5ce74cd0ead7c37e577f18110.mp3"
"ligamentum arteriosum","/ˌlɪɡəˈmɛntəm ɑːrˌtɪəriˈoʊsəm/","arterial boylam","артериальная связка","Embrional arterial yo'lning (ductus arteriosus) qoldig'i bo'lgan tolali boylam.","Фиброзный тяж, остаток заросшего артериального протока, соединяющий аорту и легочный ствол.","Latin ligamentum (band) + arteriosum (arterial).","anatomy","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/e9/e9bfd110fcc189202602bf504dffd02605299b09.mp3"
"ligamentum flava","/ˌlɪɡəˈmɛntəm ˈfleɪvə/","sariq bog'lamlar","желтые связки","Umurtqa yoylarini bir-biri bilan bog'laydigan elastik to'qimali sariq bog'lamlar.","Связки, соединяющие дуги соседних позвонков, состоящие из эластической ткани желтого цвета.","Latin ligamentum (band) + flavus (yellow).","anatomy","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/23/23f79623ac5eefab0aa875fa586c128d997f2620.mp3"
"ligamentum flavum","/ˌlɪɡəˈmɛntəm ˈfleɪvəm/","sariq boylam","желтая связка","Umurtqa pog'onasi kanalining orqa qismini qo'llab-quvvatlovchi va qo'shni umurtqa yoylarini bog'lovchi elastik boylam.","Эластичная связка, соединяющая дуги соседних позвонков и поддерживающая заднюю стенку позвоночного канала.","Latin ligamentum (band) + flavum (yellow).","anatomy","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/c0/c042afd89ab7e408ed8431c28389e0e70106e668.mp3"
"ligand binding","/ˈlaɪɡənd ˈbaɪndɪŋ/","ligand bog'lanishi","связывание лиганда","Molekulaning (masalan, gormon yoki dori) spesifik retseptor bilan birikish jarayoni.","Процесс соединения молекулы (например, гормона или лекарства) со специфическим рецептором.","Latin ligare (to bind).","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/ba/ba92ccc41dadffc17fd3e735377e6832bd1bfe9f.mp3"
"ligand-gated ion channel","/ˈlaɪɡənd ɡeɪtɪd ˈaɪən ˈtʃænəl/","ligand-bog'liq ion kanali","лиганд-зависимый ионный канал","Maxsus molekula (ligand) bog'langanda ochiladigan yoki yopiladigan membrana oqsili.","Группа трансмембранных белков, которые открываются для пропускания ионов в ответ на связывание химического мессенджера.","Latin ligare (to bind) + Greek ion (going) + kanna (reed).","mechanism","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/68/6875f57c4a2f26cc06f02f9e514d320457ac8687.mp3"
"ligand-gated ion channels","/ˈlaɪɡənd ɡeɪtɪd ˈaɪən ˈtʃænəlz/","ligand-bog'liq ion kanallari","лиганд-зависимые ионные каналы","Spesifik molekula (ligand) birikkanda ochiladigan va ionlar o'tishiga imkon beruvchi membrana oqsillari.","Мембранные белки, которые открываются и пропускают ионы в ответ на связывание специфической молекулы (лиганда).","Latin ligare (to bind) + English gate + Greek ion (going) + Latin canalis.","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/6d/6dc7a0b2fc1e819efefacf661dd90600b3899ad5.mp3"
